Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,JPM,JPM,JPM,JPM,JPM,XOM,XOM,XOM,XOM,XOM,AMZN,AMZN,AMZN,AMZN,AMZN
2019-01-02,37.61785888671875,37.83939452281195,36.738869570976945,36.89608794049204,148158800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-03,33.8708381652832,34.71171315877286,33.825578007512746,34.297229415515666,365248800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-04,35.3167610168457,35.385843458861956,34.25435404131525,34.42824508143415,234428400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-07,35.23815155029297,35.45254119796696,34.754588999265515,35.42157295630101,219111200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-08,35.90989303588867,36.16477760345293,35.37868966576319,35.6264246419693,164101200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-09,36.519710540771484,36.81032493088937,35.64310582188923,36.038528801184015,180396400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-10,36.636444091796875,36.67693907416808,35.936110977771655,36.326772517155476,143122800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-11,36.27674102783203,36.612615608918475,36.09093884143746,36.41728668965994,108092800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-14,35.73123550415039,36.033760982487586,35.54543337031035,35.93371395924827,129756800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-15,36.46255111694336,36.538775893087994,35.74316093670541,35.79556706051702,114843600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-16,36.907997131347656,37.13191353036799,36.445872415883635,36.46492951737159,122278800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-17,37.127132415771484,37.55590792834496,36.507789604857706,36.7317059077999,119284800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-18,37.3558349609375,37.60833522881441,37.1557371857476,37.51781489324686,135004000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-22,36.5173225402832,37.33437502794704,36.355339053118676,37.25815028410485,121576000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-23,36.6650276184082,36.95564208685742,36.13620480760854,36.719814519412964,92522400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-24,36.37440872192383,36.798419228909076,36.14573077657716,36.7102833160953,101766000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-25,37.579734802246094,37.667874332465686,36.76030141896033,37.0366202455851,134142000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-28,37.23194885253906,37.239094808998516,36.60307924072225,37.110460323189784,104768400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-29,36.84605407714844,37.667875530253525,36.71027725105051,37.22004281201305,166348800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-30,39.36391830444336,39.578304302722984,38.16811172006146,38.887501744026494,244439200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-01-31,39.64738464355469,40.257197227088255,39.199551937310474,39.568775479069075,162958400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-01,39.66645050048828,40.252440932753835,39.52590482913389,39.77126274294762,130672400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-04,40.79316711425781,40.89083337940167,39.847479971250806,39.878448210142714,125982000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-05,41.491119384765625,41.70550903271067,41.05520140029468,41.17668632312443,144406400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-06,41.50541305541992,41.82223051192853,41.17430368331649,41.60307569024123,112958400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-07,40.71931838989258,41.4339431320535,40.57639198755263,41.067100395606694,126966800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-08,40.767173767089844,40.826981250352276,40.29110488619162,40.42746770020232,95280000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-11,40.53271484375,40.958547367756964,40.489655219617426,40.92026971273372,83973600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-12,40.88200759887695,40.9083230404144,40.59732336325164,40.6930175371876,89134000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-13,40.7121467590332,41.26237631491163,40.64994829285385,41.00161657355029,89960800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-14,40.8604736328125,40.970517358724166,40.52076756311618,40.599713879718436,87342800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-15,40.76955795288086,41.07577192408644,40.60927436251219,40.96811920223984,98507200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-19,40.89157485961914,41.01358447410353,40.54708678732061,40.59971766996888,75891200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-20,41.154727935791016,41.46333661496224,40.90593039437642,40.953775654222376,104457600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-21,40.92267608642578,41.23606674776949,40.74086263223082,41.09970756971313,68998800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-22,41.37959671020508,41.38677331528308,40.99922203963624,41.04706729027582,75652800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-25,41.681026458740234,42.07336336758773,41.61404237554862,41.66428226312171,87493600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-26,41.704959869384766,41.93701322542088,41.42745223634123,41.55663846050543,68280800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-27,41.834136962890625,41.86523802210766,41.3221850553775,41.43701805078238,111341600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-02-28,41.42266082763672,41.84370783973421,41.36763896595908,41.702563057432904,112861600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-01,41.85806655883789,41.9011261996357,41.36046780202603,41.69299730172728,103544800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-04,42.06857681274414,42.52311213491494,41.6188234600239,42.03029915498957,109744800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-05,41.992027282714844,42.10446563638617,41.75518834938098,42.09011242534028,78949600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-06,41.75041198730469,41.98246533134036,41.611658177958454,41.786295019739335,83241600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-07,41.26716232299805,41.731268964485146,41.1523329803737,41.59490615420206,99185600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-08,41.3652458190918,41.40352348189286,40.54947092614344,40.74564121022977,95997600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-11,42.79823303222656,42.85086390887419,41.9489697007088,41.982461744906466,128044000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-12,43.27907943725586,43.70012272136719,42.910663369594886,43.06137936548877,129870400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-13,43.47047424316406,43.850848973774454,43.281480545321195,43.59965680531806,124130000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-14,43.95372009277344,44.04223766135387,43.673821474024535,43.99438874845221,94318000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-15,44.52547073364258,44.814940537743325,43.956106016627054,44.221651369018744,156171600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-18,44.97999954223633,45.06851342279984,44.446514323297244,44.44890895813928,104879200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-19,44.62356185913086,45.21206913671903,44.47763144499765,45.05896211618249,126585600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-20,45.01351547241211,45.331691794878736,44.192954714396095,44.55179969682854,124140800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-21,46.67136001586914,46.96800640409748,45.4082264439913,45.45846632882717,204136800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-22,45.70487594604492,47.29336243407434,45.64028284695774,46.731170674231585,169630800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-25,45.152252197265625,45.92735472943375,44.6403003623013,45.814916385507885,175381200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-26,44.685760498046875,46.14267365946385,44.15706435578044,45.85081283010908,199202000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-27,45.087669372558594,45.39627440466589,44.62834830248575,45.15465346713009,119393600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-28,45.1474723815918,45.34842464537016,44.86278818272628,45.202494243025605,83121600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-03-29,45.44172668457031,45.47282774509854,45.10441159077078,45.41302025968838,94256000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-01,45.750328063964844,45.855586155213935,45.066130393873266,45.84601856523079,111448000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-02,46.41539001464844,46.52065176331116,45.704876861533926,45.71444445215832,91062800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-03,46.733577728271484,47.00869074321509,46.207268855642326,46.23119331361993,93087200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-04,46.81489562988281,46.97757019551534,46.204858708044306,46.599586548456024,76457200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-05,47.1282844543457,47.15220890152162,46.87230674092431,46.99670729559443,74106400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-08,47.86990737915039,47.901004785809306,46.97040056388295,46.98953939509702,103526800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-09,47.726375579833984,48.5277973817945,47.66178247048245,47.92254589328701,143072800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-10,47.99430465698242,48.02301472919259,47.41058307694635,47.5301980351387,86781200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-11,47.59479904174805,48.085221181883924,47.47279307825177,48.049338148608385,83603200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-12,47.57565689086914,47.87947993607481,46.939308026197594,47.654603208931675,111042800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-15,47.66176986694336,47.810094880689405,47.369909109700444,47.50627189889882,70146400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-16,47.66655349731445,48.17371967381364,47.5014842963781,47.71679337817441,102785600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-17,48.59477996826172,48.6545874546007,47.51345959315239,47.73594169016094,115627200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-18,48.76941680908203,48.838791887081165,48.44884955837286,48.59238533537911,96783200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-22,48.92969512939453,49.02778027244778,48.405781021781074,48.523004996431936,77758000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-23,49.63542175292969,49.70001485209425,48.77897821899976,48.90576978194872,93292000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-24,49.55887222290039,49.87465382624778,49.53255678509153,49.60671747790951,70162400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-25,49.10911560058594,49.70240475489666,49.07083793892493,49.47992269091466,74172800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-26,48.874671936035156,49.042132144995094,48.35314882772133,49.01820769356134,74596400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-29,48.94883346557617,49.27418629872509,48.76941102781814,48.89859357684603,88818800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-04-30,48.00627136230469,48.65936807287442,47.633073241979126,48.57803076980022,186139600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-01,50.3626823425293,51.508592020453015,50.054073710339814,50.209575344115216,259309200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-02,50.03493118286133,50.872235817097604,49.79091931771346,50.200000394810985,127985200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-03,50.65694046020508,50.678470279001594,50.29330992452947,50.45120256308905,83569600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-06,49.87465286254883,49.960775780044735,48.68328887915453,48.872278910414465,129772400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-07,48.53017807006836,49.62106583922841,48.04454166099368,49.252653396273296,155054800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-08,48.53974533081055,49.123466871841444,48.26463240549515,48.300515430411565,105358000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-09,48.01823425292969,48.24789295306125,47.04696127241334,47.94167891931302,139634400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-10,47.35301208496094,47.7540678155775,46.29394807282086,47.41064969242825,164834800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-13,44.60087966918945,45.50384683187494,43.911646920796755,45.07878186043574,229722400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-14,45.306922912597656,45.556678529738576,44.52643157045996,44.76658275265618,146118800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-15,45.849674224853516,46.04900019345222,44.67293461657647,44.732972426476664,106178800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2019-05-16,45.64793395996094,46.22189509870286,45.350145195668674,45.60710870157197,132125600.0,AAPL,,,,,,,,,,,,,,,,,,,,
